customer_id,region,country,age,gender,acquisition_channel,signup_date
10498,North America,USA,17,M,Paid Search,2022-04-11
10499,Latin America,Brazil,35,M,Social Ads,2023-03-04
10500,Southeast Asia,Thailand,26,F,Referral,2024-11-21
10501,North America,USA,48,M,Influencer,2023-09-18
10502,North America,Canada,40,F,Social Ads,2024-04-10
10503,Southeast Asia,Indonesia,38,M,Social Ads,2022-07-28
10504,Southeast Asia,Indonesia,33,M,Social Ads,2024-06-28
10505,Southeast Asia,Philippines,45,M,Organic,2022-07-06
10506,North America,Canada,43,F,Social Ads,2023-08-15
10507,Europe,France,32,M,Social Ads,2022-12-23
10508,North America,USA,42,M,Social Ads,2022-04-23
10509,Latin America,Argentina,16,F,Social Ads,2022-09-13
10510,Latin America,Chile,35,M,Social Ads,2023-06-28
10511,Southeast Asia,Vietnam,37,F,Organic,2023-07-18
10512,North America,Mexico,33,F,Influencer,2024-03-06
10513,North America,Canada,48,F,Paid Search,2024-03-07
10514,North America,Mexico,49,F,Referral,2022-04-09
10515,Latin America,Argentina,42,M,Social Ads,2024-07-15
10516,Europe,Germany,19,M,Social Ads,2023-04-20
10517,North America,Mexico,36,M,Paid Search,2022-04-25
10518,North America,Mexico,36,F,Organic,2022-07-05
10519,Southeast Asia,Vietnam,28,M,Paid Search,2022-07-24
10520,North America,Mexico,16,M,Organic,2022-08-10
10521,Europe,France,45,F,Paid Search,2023-09-06
10522,Southeast Asia,Indonesia,30,M,Influencer,2024-04-06
10523,Middle East,Saudi Arabia,35,M,Organic,2022-10-10
10524,Latin America,Brazil,63,M,Social Ads,2024-05-22
10525,Europe,UK,39,F,Social Ads,2022-10-23
10526,Latin America,Brazil,22,F,Paid Search,2022-02-26
10527,Europe,UK,52,F,Paid Search,2023-04-03
10528,North America,Mexico,39,M,Organic,2022-09-16
10529,Southeast Asia,Philippines,28,F,Social Ads,2024-06-28
10530,Europe,Spain,41,F,Social Ads,2024-07-18
10531,North America,USA,51,F,Organic,2022-10-26
10532,Latin America,Brazil,16,M,Organic,2022-07-13
10533,North America,Canada,53,M,Social Ads,2024-01-05
10534,Europe,Germany,31,F,Social Ads,2022-08-12
10535,North America,USA,31,M,Organic,2024-03-25
10536,Southeast Asia,Philippines,56,F,Referral,2024-01-04
10537,North America,USA,39,M,Influencer,2023-12-26
10538,Middle East,Saudi Arabia,16,F,Email,2023-08-12
10539,Middle East,Turkey,26,F,Email,2022-04-26
10540,Latin America,Brazil,16,M,Organic,2022-11-12
10541,North America,USA,41,F,Paid Search,2023-06-26
10542,Europe,Poland,50,F,Paid Search,2023-10-01
10543,North America,USA,30,F,Influencer,2024-08-18
10544,Southeast Asia,Vietnam,17,F,Organic,2022-06-23
10545,Middle East,Saudi Arabia,47,F,Email,2024-07-28
10546,North America,USA,16,F,Organic,2024-02-22
10547,North America,USA,44,F,Influencer,2023-05-23
10548,Europe,UK,20,F,Social Ads,2023-04-03
10549,Europe,France,41,F,Email,2023-09-21
10550,North America,USA,31,M,Referral,2024-09-05
10551,Latin America,Brazil,40,M,Social Ads,2024-07-11
10552,North America,Mexico,40,F,Paid Search,2024-01-18
10553,Latin America,Brazil,23,M,Paid Search,2022-11-05
10554,Middle East,Saudi Arabia,41,M,Referral,2024-09-18
10555,North America,Mexico,35,M,Influencer,2022-10-14
10556,Europe,Poland,21,M,Paid Search,2024-09-05
10557,Europe,Germany,51,F,Organic,2022-01-07
10558,North America,USA,25,M,Social Ads,2024-02-20
10559,Europe,UK,17,M,Influencer,2023-06-22
10560,Europe,Poland,44,F,Paid Search,2022-04-24
10561,North America,USA,51,M,Paid Search,2023-10-07
10562,Middle East,UAE,16,M,Organic,2022-11-11
10563,Latin America,Brazil,44,M,Social Ads,2024-10-25
10564,Latin America,Argentina,49,M,Paid Search,2024-04-17
10565,Europe,France,41,F,Organic,2024-07-18
10566,Latin America,Brazil,55,F,Organic,2024-12-24
10567,Middle East,UAE,29,M,Social Ads,2023-10-10
10568,Southeast Asia,Indonesia,46,M,Referral,2022-01-22
10569,North America,Mexico,21,F,Paid Search,2024-01-02
10570,North America,Mexico,17,M,Organic,2022-05-23
10571,North America,Canada,57,M,Referral,2022-01-23
10572,Southeast Asia,Indonesia,57,F,Organic,2022-10-23
10573,North America,USA,34,F,Influencer,2022-10-20
10574,North America,USA,50,F,Influencer,2023-08-19
10575,Europe,UK,42,F,Paid Search,2023-06-18
10576,Europe,Poland,37,F,Paid Search,2022-01-07
10577,Europe,France,35,F,Social Ads,2024-09-17
10578,Southeast Asia,Thailand,29,M,Organic,2024-01-01
10579,Europe,Germany,45,F,Paid Search,2022-10-22
10580,Southeast Asia,Vietnam,40,M,Organic,2023-09-01
10581,Europe,Poland,39,M,Social Ads,2023-07-26
10582,Europe,Spain,29,F,Social Ads,2023-04-24
10583,North America,Canada,28,F,Paid Search,2022-05-18
10584,Latin America,Chile,46,F,Referral,2022-09-07
10585,Southeast Asia,Indonesia,37,M,Social Ads,2024-10-04
10586,Europe,Germany,44,M,Paid Search,2023-07-01
10587,Latin America,Brazil,51,F,Paid Search,2024-04-14
10588,Europe,Spain,49,M,Organic,2022-12-11
10589,Latin America,Brazil,30,M,Referral,2022-09-23
10590,Latin America,Chile,31,F,Paid Search,2024-07-02
10591,Southeast Asia,Thailand,16,M,Influencer,2022-02-09
10592,Latin America,Brazil,52,M,Paid Search,2023-05-20
10593,Middle East,UAE,32,F,Influencer,2024-12-10
10594,Latin America,Brazil,32,M,Email,2024-02-17
10595,Latin America,Argentina,45,M,Organic,2023-03-09
10596,Middle East,Turkey,36,M,Social Ads,2024-06-18
10597,Europe,Germany,36,F,Organic,2022-09-17
10598,North America,Mexico,45,F,Paid Search,2022-11-17
10599,Southeast Asia,Vietnam,16,M,Paid Search,2024-01-01
10600,Europe,Spain,23,M,Email,2023-10-26
10601,North America,Canada,21,F,Organic,2024-10-04
10602,Middle East,Saudi Arabia,24,M,Social Ads,2022-12-08
10603,North America,USA,31,F,Email,2024-02-04
10604,Europe,Spain,28,M,Organic,2022-06-04
10605,Southeast Asia,Vietnam,45,M,Influencer,2022-11-22
10606,North America,Canada,40,F,Organic,2024-12-02
10607,Europe,UK,62,F,Organic,2024-01-08
10608,Europe,Poland,46,M,Organic,2023-02-06
10609,North America,Mexico,41,F,Organic,2022-09-28
10610,Middle East,Saudi Arabia,30,M,Referral,2024-06-03
10611,Europe,UK,16,M,Influencer,2024-02-22
10612,North America,Canada,60,F,Email,2023-01-04
10613,Middle East,Turkey,33,M,Referral,2023-10-16
10614,Europe,UK,45,F,Paid Search,2022-07-06
10615,Europe,France,28,M,Influencer,2023-06-23
10616,Southeast Asia,Vietnam,19,F,Social Ads,2023-04-27
10617,North America,Mexico,35,M,Email,2023-07-18
10618,North America,USA,46,M,Influencer,2022-12-23
10619,Southeast Asia,Indonesia,37,F,Social Ads,2024-02-13
10620,Latin America,Brazil,16,F,Organic,2023-10-09
10621,Southeast Asia,Vietnam,40,M,Paid Search,2022-04-16
10622,North America,USA,36,F,Organic,2022-09-26
10623,Europe,Germany,42,F,Organic,2022-11-11
10624,Europe,Spain,32,M,Paid Search,2023-08-09
10625,Latin America,Chile,25,F,Social Ads,2023-06-03
10626,Southeast Asia,Indonesia,33,F,Organic,2022-07-20
10627,Europe,Germany,32,M,Paid Search,2022-10-02
10628,Southeast Asia,Thailand,38,F,Paid Search,2024-08-28
10629,Middle East,UAE,43,F,Social Ads,2024-02-23
10630,Europe,Poland,51,F,Paid Search,2022-09-21
10631,North America,Canada,44,M,Paid Search,2024-03-19
10632,North America,Canada,38,F,Social Ads,2022-02-22
10633,Europe,France,52,M,Email,2024-03-23
10634,North America,Mexico,27,F,Email,2023-12-01
10635,Middle East,UAE,49,F,Social Ads,2022-03-04
10636,Europe,UK,45,M,Influencer,2022-01-12
10637,Europe,Germany,45,M,Email,2022-12-08
10638,Europe,France,41,M,Organic,2024-10-25
10639,Europe,UK,26,F,Social Ads,2024-07-12
10640,Europe,France,16,F,Organic,2022-12-01
10641,North America,Mexico,23,F,Influencer,2024-04-12
10642,North America,USA,23,M,Referral,2022-02-04
10643,Southeast Asia,Vietnam,18,M,Paid Search,2024-07-25
10644,North America,Canada,16,M,Social Ads,2024-05-10
10645,Southeast Asia,Vietnam,46,M,Organic,2024-07-23
10646,Europe,UK,49,F,Email,2022-10-26
10647,Europe,Poland,35,F,Email,2022-12-15
10648,Europe,France,35,M,Paid Search,2023-04-24
10649,Southeast Asia,Thailand,37,M,Paid Search,2022-04-09
10650,Southeast Asia,Vietnam,54,F,Influencer,2024-06-26
10651,Europe,France,56,M,Organic,2022-11-24
10652,North America,USA,23,M,Referral,2024-11-06
10653,Europe,Poland,29,F,Organic,2023-04-08
10654,North America,Mexico,43,M,Organic,2024-10-14
10655,North America,Canada,45,M,Paid Search,2023-04-25
10656,Southeast Asia,Philippines,21,F,Organic,2022-07-02
10657,Middle East,UAE,50,M,Referral,2023-11-28
10658,Latin America,Brazil,32,F,Paid Search,2023-08-10
10659,Europe,Poland,62,F,Paid Search,2024-02-13
10660,Europe,France,37,M,Referral,2023-02-21
10661,Europe,Spain,35,M,Paid Search,2022-09-26
10662,North America,Mexico,29,M,Referral,2023-09-11
10663,Latin America,Argentina,23,M,Paid Search,2022-01-27
10664,North America,Canada,28,M,Email,2024-12-26
10665,North America,Canada,46,F,Paid Search,2022-05-28
10666,Europe,Poland,27,M,Organic,2022-02-28
10667,North America,Canada,39,F,Organic,2022-12-26
10668,North America,USA,28,F,Referral,2024-06-17
10669,Latin America,Chile,37,F,Influencer,2024-02-04
10670,Latin America,Chile,23,M,Organic,2023-03-15
10671,Europe,Poland,54,F,Paid Search,2022-10-28
10672,Latin America,Brazil,53,M,Organic,2023-09-06
10673,Southeast Asia,Philippines,19,F,Email,2024-01-02
10674,North America,Canada,49,M,Organic,2024-02-22
10675,Europe,Germany,26,M,Paid Search,2024-04-03
10676,Europe,Germany,20,M,Paid Search,2022-05-17
10677,Southeast Asia,Thailand,57,F,Influencer,2023-05-18
10678,North America,Mexico,49,F,Paid Search,2023-09-20
10679,Latin America,Argentina,64,M,Social Ads,2024-08-07
10680,Latin America,Brazil,37,F,Email,2023-04-07
10681,Latin America,Chile,20,M,Referral,2024-08-21
10682,Europe,Spain,21,F,Organic,2023-04-01
10683,Europe,UK,32,F,Organic,2023-02-25
10684,Europe,France,44,F,Referral,2023-01-08
10685,North America,USA,23,M,Social Ads,2024-09-14
10686,Europe,Poland,20,M,Influencer,2022-09-13
10687,Southeast Asia,Philippines,30,F,Organic,2023-11-05
10688,Middle East,Turkey,48,F,Organic,2024-01-27
10689,North America,USA,25,F,Organic,2024-11-15
10690,North America,Mexico,23,M,Referral,2023-03-02
10691,Southeast Asia,Vietnam,50,M,Organic,2024-11-17
10692,Southeast Asia,Vietnam,27,F,Organic,2022-10-13
10693,Europe,UK,52,F,Email,2024-12-01
10694,Latin America,Brazil,41,F,Email,2024-12-15
10695,Southeast Asia,Thailand,35,F,Referral,2023-10-26
10696,Southeast Asia,Vietnam,16,M,Social Ads,2022-09-06
10697,Middle East,UAE,34,M,Influencer,2023-05-17
10698,North America,USA,45,F,Social Ads,2022-03-05
10699,Europe,France,16,F,Email,2023-09-06
10700,Middle East,Turkey,36,M,Organic,2023-08-12
10701,Latin America,Argentina,34,M,Paid Search,2022-10-18
10702,North America,Canada,37,M,Referral,2024-03-11
10703,Europe,UK,57,M,Referral,2024-11-23
10704,North America,Mexico,31,F,Paid Search,2023-05-17
10705,Europe,Poland,34,M,Social Ads,2024-03-01
10706,Europe,UK,43,F,Influencer,2022-09-28
10707,Middle East,Turkey,49,F,Organic,2023-10-25
10708,Latin America,Chile,37,M,Paid Search,2022-11-17
10709,Southeast Asia,Philippines,59,F,Paid Search,2023-02-01
10710,Europe,UK,62,F,Organic,2024-07-21
10711,North America,USA,41,F,Paid Search,2022-05-05
10712,Europe,UK,31,M,Influencer,2022-02-02
10713,Southeast Asia,Thailand,35,F,Social Ads,2023-06-17
10714,North America,USA,23,M,Social Ads,2024-11-17
10715,North America,Mexico,16,F,Email,2023-10-20
10716,Europe,UK,41,M,Organic,2023-09-25
10717,Europe,Poland,33,M,Paid Search,2023-04-13
10718,Europe,France,48,F,Paid Search,2022-10-21
10719,Latin America,Chile,51,F,Organic,2022-10-19
10720,Southeast Asia,Indonesia,35,M,Paid Search,2023-08-08
10721,Europe,Germany,19,F,Paid Search,2023-10-04
10722,North America,USA,45,M,Paid Search,2024-10-10
10723,North America,USA,29,M,Organic,2022-11-03
10724,Europe,UK,40,F,Email,2023-02-01
10725,Latin America,Argentina,55,M,Email,2022-10-15
10726,North America,Canada,53,F,Paid Search,2022-08-07
10727,North America,Canada,49,F,Social Ads,2024-04-22
10728,North America,Mexico,36,M,Organic,2022-08-24
10729,North America,Canada,49,F,Referral,2024-03-14
10730,Europe,Germany,40,F,Social Ads,2023-08-21
10731,North America,USA,24,M,Social Ads,2024-10-28
10732,North America,Canada,47,M,Influencer,2023-10-02
10733,Southeast Asia,Indonesia,36,M,Social Ads,2024-12-06
10734,Latin America,Brazil,48,M,Paid Search,2023-01-28
10735,North America,Mexico,48,F,Social Ads,2024-09-03
10736,North America,Canada,46,M,Email,2023-03-11
10737,Europe,France,29,F,Referral,2023-11-03
10738,North America,USA,16,F,Paid Search,2023-03-07
10739,North America,Mexico,16,F,Social Ads,2022-05-21
10740,Southeast Asia,Philippines,57,M,Paid Search,2022-11-23
10741,Southeast Asia,Philippines,58,M,Organic,2023-11-27
10742,North America,Mexico,39,F,Referral,2024-11-14
10743,Europe,France,51,M,Paid Search,2022-05-26
10744,Latin America,Chile,39,M,Paid Search,2022-05-10
10745,Middle East,Turkey,31,M,Organic,2024-09-06
10746,Southeast Asia,Vietnam,39,M,Paid Search,2024-09-09
10747,Latin America,Argentina,47,F,Paid Search,2023-01-24
10748,Europe,Poland,30,M,Paid Search,2023-12-04
10749,Europe,Poland,58,M,Organic,2023-11-16
10750,North America,USA,40,F,Paid Search,2023-02-26
10751,Southeast Asia,Philippines,42,M,Social Ads,2024-11-19
10752,Southeast Asia,Thailand,38,M,Email,2023-04-01
10753,Middle East,Turkey,22,M,Influencer,2024-05-04
10754,North America,Mexico,46,M,Social Ads,2024-11-05
10755,Latin America,Chile,50,M,Social Ads,2022-07-26
10756,North America,Mexico,22,F,Paid Search,2023-06-16
10757,Europe,France,31,F,Email,2023-12-26
10758,North America,USA,17,F,Organic,2024-05-14
10759,Southeast Asia,Indonesia,41,F,Influencer,2022-01-08
10760,Europe,Poland,25,F,Social Ads,2022-10-27
10761,Europe,Germany,22,F,Paid Search,2024-05-27
10762,Middle East,UAE,32,F,Influencer,2023-04-22
10763,North America,Canada,42,M,Social Ads,2024-07-07
10764,Europe,Spain,38,M,Email,2022-09-19
10765,Southeast Asia,Vietnam,45,F,Paid Search,2022-04-22
10766,North America,USA,27,M,Organic,2022-10-04
10767,Southeast Asia,Indonesia,54,F,Email,2024-08-22
10768,North America,USA,31,F,Influencer,2023-07-26
10769,Middle East,UAE,16,F,Organic,2024-05-02
10770,Europe,Germany,35,M,Social Ads,2024-10-23
10771,Europe,UK,36,M,Email,2023-08-11
10772,Europe,UK,19,M,Influencer,2024-04-27
10773,Southeast Asia,Thailand,51,M,Social Ads,2023-08-23
10774,North America,USA,22,M,Organic,2023-03-25
10775,Southeast Asia,Vietnam,16,M,Social Ads,2024-05-16
10776,Latin America,Chile,39,F,Paid Search,2023-02-14
10777,North America,Canada,36,F,Email,2022-05-19
10778,North America,Mexico,33,M,Organic,2024-10-22
10779,Europe,UK,39,M,Paid Search,2022-01-14
10780,Middle East,Turkey,36,F,Social Ads,2022-12-19
10781,North America,USA,29,F,Influencer,2023-06-17
10782,North America,Canada,36,F,Paid Search,2023-01-19
10783,Southeast Asia,Indonesia,34,F,Paid Search,2024-10-18
10784,Middle East,Saudi Arabia,53,M,Referral,2022-02-23
10785,Southeast Asia,Vietnam,52,F,Organic,2022-03-27
10786,Southeast Asia,Vietnam,17,F,Paid Search,2022-03-05
10787,Europe,UK,32,F,Influencer,2023-08-25
10788,Latin America,Argentina,63,M,Email,2024-08-08
10789,Europe,UK,16,M,Social Ads,2022-02-11
10790,Latin America,Chile,21,F,Paid Search,2024-05-20
10791,North America,Canada,24,M,Social Ads,2023-12-26
10792,Latin America,Argentina,27,F,Paid Search,2024-11-18
10793,Southeast Asia,Thailand,27,F,Paid Search,2024-05-24
10794,Europe,France,34,M,Organic,2022-01-21
10795,Southeast Asia,Vietnam,36,F,Social Ads,2023-07-02
10796,Europe,Poland,52,M,Organic,2024-10-01
10797,Southeast Asia,Indonesia,37,M,Referral,2024-01-08
10798,Europe,Poland,38,F,Paid Search,2022-12-02
10799,Latin America,Argentina,24,F,Influencer,2023-07-01
10800,Middle East,UAE,35,M,Email,2023-11-18
10801,Europe,Germany,30,F,Referral,2022-07-07
10802,Latin America,Chile,34,M,Paid Search,2024-05-05
10803,Middle East,Saudi Arabia,37,M,Paid Search,2024-07-12
10804,Southeast Asia,Thailand,16,M,Organic,2022-03-28
10805,Europe,Poland,45,F,Organic,2023-02-16
10806,North America,Mexico,24,M,Organic,2024-03-13
10807,North America,Mexico,44,F,Referral,2024-12-14
10808,Southeast Asia,Indonesia,51,F,Organic,2024-03-19
10809,Europe,Germany,43,M,Social Ads,2022-01-06
10810,North America,Canada,17,M,Social Ads,2024-03-04
10811,Latin America,Argentina,23,M,Organic,2022-01-14
10812,Europe,Poland,50,M,Social Ads,2023-06-17
10813,North America,Mexico,41,F,Email,2024-05-23
10814,Southeast Asia,Indonesia,52,M,Paid Search,2024-09-28
10815,Europe,Poland,16,F,Paid Search,2022-09-21
10816,Latin America,Argentina,47,F,Organic,2023-12-07
10817,North America,USA,21,F,Paid Search,2022-11-03
10818,North America,Canada,16,F,Referral,2024-01-21
10819,North America,USA,45,M,Email,2024-01-24
10820,North America,Mexico,37,M,Social Ads,2023-02-23
10821,Europe,France,36,M,Influencer,2022-08-16
10822,Middle East,UAE,39,M,Paid Search,2022-06-09
10823,Southeast Asia,Vietnam,44,F,Influencer,2024-03-27
10824,Europe,France,34,M,Referral,2023-09-23
10825,Europe,Spain,29,F,Paid Search,2024-06-16
10826,North America,Canada,24,M,Organic,2024-07-09
10827,North America,Mexico,18,F,Email,2022-07-19
10828,North America,Mexico,37,F,Paid Search,2024-03-25
10829,Middle East,Saudi Arabia,29,M,Organic,2024-07-27
10830,Southeast Asia,Vietnam,56,M,Referral,2023-09-04
10831,Europe,France,25,M,Social Ads,2022-02-27
10832,Southeast Asia,Thailand,45,F,Referral,2023-04-08
10833,North America,Canada,31,F,Organic,2023-01-05
10834,Europe,Germany,44,M,Email,2022-02-16
10835,Latin America,Brazil,20,M,Organic,2024-12-08
10836,North America,Mexico,48,F,Social Ads,2024-11-05
10837,North America,Mexico,52,M,Influencer,2023-10-21
10838,North America,Mexico,26,M,Paid Search,2024-03-01
10839,Europe,Spain,26,M,Email,2023-08-23
10840,North America,USA,30,M,Social Ads,2022-08-09
10841,Southeast Asia,Philippines,16,M,Email,2023-09-25
10842,Latin America,Argentina,28,F,Social Ads,2023-08-21
10843,Southeast Asia,Philippines,19,F,Influencer,2022-04-23
10844,Europe,Poland,42,F,Paid Search,2023-01-27
10845,Europe,Poland,74,M,Email,2024-04-04
10846,Middle East,Turkey,53,M,Organic,2024-07-02
10847,Europe,France,48,M,Paid Search,2024-04-27
10848,Southeast Asia,Indonesia,44,F,Referral,2023-04-22
10849,Southeast Asia,Indonesia,51,F,Referral,2024-04-27
10850,Europe,Germany,31,F,Influencer,2024-09-08
10851,Europe,Germany,62,F,Paid Search,2022-10-26
10852,Europe,UK,51,F,Email,2022-06-20
10853,North America,Mexico,16,M,Social Ads,2022-05-25
10854,Europe,Germany,32,F,Organic,2022-07-24
10855,North America,Mexico,16,M,Email,2023-09-04
10856,North America,Mexico,52,F,Social Ads,2023-04-02
10857,Europe,France,20,F,Paid Search,2023-03-04
10858,Middle East,Turkey,40,M,Social Ads,2024-06-21
10859,Middle East,Turkey,26,F,Email,2022-01-22
10860,Europe,UK,36,F,Referral,2023-03-19
10861,Latin America,Chile,16,M,Email,2023-06-08
10862,Latin America,Brazil,35,M,Influencer,2022-12-16
10863,North America,Mexico,16,F,Paid Search,2023-07-06
10864,Middle East,Saudi Arabia,44,F,Social Ads,2023-07-23
10865,Europe,UK,43,M,Organic,2024-08-25
10866,Europe,France,46,M,Organic,2024-08-18
10867,Latin America,Argentina,27,F,Paid Search,2022-08-19
10868,Europe,Poland,41,F,Email,2022-06-21
10869,Europe,Germany,21,F,Referral,2024-01-13
10870,North America,USA,35,F,Email,2023-08-27
10871,Southeast Asia,Vietnam,53,M,Organic,2023-06-04
10872,North America,USA,47,F,Influencer,2024-01-02
10873,Europe,Poland,31,F,Paid Search,2024-01-11
10874,Europe,France,34,M,Paid Search,2023-04-04
10875,Europe,Spain,37,F,Paid Search,2022-09-11
10876,Europe,Germany,37,F,Organic,2023-03-15
10877,Middle East,Saudi Arabia,23,M,Email,2022-02-25
10878,North America,Canada,19,M,Paid Search,2022-07-01
10879,North America,Mexico,30,F,Paid Search,2023-07-01
10880,Latin America,Argentina,57,F,Influencer,2022-02-03
10881,Latin America,Argentina,47,F,Email,2022-01-28
10882,North America,Canada,36,F,Organic,2023-04-22
10883,Latin America,Chile,22,M,Social Ads,2024-09-18
10884,Europe,Poland,19,M,Social Ads,2022-04-24
10885,Southeast Asia,Philippines,41,M,Email,2024-11-18
10886,North America,Mexico,26,M,Influencer,2024-03-06
10887,Europe,Spain,67,M,Social Ads,2024-07-18
10888,Middle East,Turkey,54,F,Paid Search,2023-10-05
10889,Latin America,Brazil,20,M,Referral,2024-06-17
10890,Southeast Asia,Vietnam,16,M,Organic,2022-08-20
10891,Europe,France,33,F,Email,2022-10-22
10892,North America,USA,16,F,Influencer,2022-07-12
10893,Southeast Asia,Philippines,52,F,Referral,2023-05-01
10894,North America,USA,16,F,Paid Search,2022-11-07
10895,Latin America,Chile,44,M,Paid Search,2023-08-24
10896,Europe,Spain,45,M,Organic,2022-12-03
10897,Middle East,UAE,28,M,Referral,2022-07-04
10898,Europe,France,46,M,Paid Search,2023-11-26
10899,Europe,Spain,16,M,Paid Search,2022-01-18
10900,Europe,Spain,56,F,Referral,2023-07-07
10901,Middle East,UAE,33,F,Organic,2024-09-20
10902,Latin America,Brazil,16,M,Paid Search,2023-09-16
10903,North America,Canada,20,M,Influencer,2022-12-20
10904,Middle East,UAE,33,F,Email,2024-07-27
10905,Europe,UK,37,F,Referral,2022-01-24
10906,Middle East,UAE,45,M,Email,2023-10-04
10907,North America,Canada,20,F,Influencer,2023-05-24
10908,Middle East,Saudi Arabia,23,M,Paid Search,2024-10-20
10909,North America,Mexico,16,F,Paid Search,2023-03-17
10910,Southeast Asia,Vietnam,49,M,Paid Search,2022-11-12
10911,Latin America,Brazil,32,F,Organic,2023-05-27
10912,Europe,France,16,M,Organic,2023-05-10
10913,Latin America,Argentina,36,M,Organic,2023-12-28
10914,Middle East,Saudi Arabia,47,F,Paid Search,2022-03-28
10915,Southeast Asia,Indonesia,16,F,Social Ads,2022-12-20
10916,Latin America,Chile,25,M,Social Ads,2023-11-16
10917,Latin America,Brazil,37,M,Organic,2023-03-25
10918,Latin America,Chile,49,M,Paid Search,2022-06-18
10919,Middle East,UAE,41,F,Email,2022-04-03
10920,North America,Mexico,17,M,Paid Search,2023-12-02
10921,Southeast Asia,Vietnam,39,F,Social Ads,2023-05-11
10922,Europe,Spain,36,F,Organic,2022-05-05
10923,Latin America,Chile,16,F,Email,2023-02-08
10924,North America,USA,42,M,Paid Search,2022-01-03
10925,Southeast Asia,Thailand,34,M,Influencer,2023-10-10
10926,Europe,UK,27,F,Email,2022-07-09
10927,Middle East,UAE,44,M,Paid Search,2024-08-23
10928,Southeast Asia,Philippines,16,F,Influencer,2023-05-11
10929,Middle East,Saudi Arabia,53,M,Paid Search,2022-08-08
10930,Southeast Asia,Indonesia,25,F,Influencer,2024-10-09
10931,Europe,Spain,47,F,Social Ads,2022-09-08
10932,Southeast Asia,Vietnam,39,M,Referral,2024-01-08
10933,North America,Mexico,32,M,Organic,2022-07-23
10934,Europe,France,23,F,Social Ads,2022-08-22
10935,Southeast Asia,Vietnam,27,M,Paid Search,2023-08-19
10936,Southeast Asia,Indonesia,39,M,Organic,2024-07-09
10937,Southeast Asia,Thailand,41,M,Organic,2024-12-07
10938,Southeast Asia,Philippines,37,M,Influencer,2023-02-06
10939,Europe,Germany,37,F,Paid Search,2023-07-22
10940,North America,Mexico,51,F,Paid Search,2022-05-14
10941,Europe,Spain,43,M,Email,2023-05-15
10942,Southeast Asia,Thailand,47,M,Social Ads,2024-01-06
10943,Southeast Asia,Thailand,31,M,Social Ads,2024-11-07
10944,North America,Canada,38,F,Paid Search,2024-09-21
10945,Middle East,Saudi Arabia,31,F,Organic,2022-09-14
10946,Southeast Asia,Indonesia,25,F,Paid Search,2024-01-17
10947,Southeast Asia,Indonesia,33,F,Email,2022-10-02
10948,Southeast Asia,Indonesia,29,F,Organic,2024-06-06
10949,Europe,UK,24,F,Referral,2023-12-28
10950,Middle East,Saudi Arabia,16,F,Paid Search,2022-10-20
10951,North America,Canada,18,M,Paid Search,2022-11-13
10952,Southeast Asia,Vietnam,43,M,Organic,2022-02-07
10953,Europe,Germany,38,F,Paid Search,2022-04-13
10954,Europe,France,39,F,Email,2022-11-05
10955,Europe,Spain,43,M,Email,2024-02-12
10956,Southeast Asia,Indonesia,29,M,Email,2024-01-18
10957,North America,Mexico,33,M,Organic,2024-02-18
10958,North America,Mexico,38,F,Influencer,2023-04-19
10959,North America,Canada,44,F,Organic,2024-06-13
10960,North America,Mexico,27,F,Paid Search,2024-08-22
10961,Europe,UK,34,F,Organic,2023-12-02
10962,Europe,France,58,F,Organic,2024-11-01
10963,Europe,Poland,44,M,Social Ads,2023-03-10
10964,North America,Mexico,40,F,Organic,2022-12-22
10965,Southeast Asia,Thailand,52,M,Email,2024-09-10
10966,North America,Canada,26,F,Paid Search,2022-09-01
10967,Europe,UK,40,F,Organic,2023-06-01
10968,North America,Mexico,48,M,Organic,2023-02-24
10969,Europe,Germany,36,F,Paid Search,2022-10-17
10970,North America,Mexico,19,F,Social Ads,2024-02-06
10971,Middle East,UAE,29,M,Social Ads,2024-12-12
10972,Europe,France,45,F,Paid Search,2022-02-24
10973,North America,Canada,34,M,Social Ads,2022-07-25
10974,Latin America,Brazil,34,F,Organic,2023-10-09
10975,Europe,Germany,30,M,Email,2022-04-25
10976,Europe,Germany,29,M,Email,2024-03-24
10977,Middle East,Turkey,55,M,Paid Search,2024-03-06
10978,North America,Mexico,36,F,Social Ads,2024-07-25
10979,North America,Mexico,30,F,Social Ads,2024-10-19
10980,Middle East,Turkey,28,F,Organic,2024-11-18
10981,Latin America,Argentina,44,F,Organic,2022-02-22
10982,North America,Mexico,48,M,Paid Search,2024-09-07
10983,Southeast Asia,Philippines,29,F,Referral,2023-10-17
10984,North America,Mexico,45,M,Paid Search,2022-07-18
10985,Europe,Spain,56,M,Organic,2022-09-22
10986,North America,Canada,16,F,Paid Search,2024-01-26
10987,North America,USA,37,M,Organic,2024-10-03
10988,Southeast Asia,Philippines,28,F,Organic,2023-11-06
10989,Southeast Asia,Indonesia,29,F,Social Ads,2022-11-22
10990,Southeast Asia,Thailand,46,M,Paid Search,2024-12-25
10991,Middle East,UAE,24,F,Organic,2022-10-16
10992,Middle East,Saudi Arabia,37,M,Paid Search,2024-09-04
10993,North America,USA,59,F,Email,2022-02-08
10994,North America,USA,49,M,Referral,2023-02-16
10995,Europe,UK,27,F,Influencer,2024-09-19
10996,Southeast Asia,Indonesia,71,M,Paid Search,2024-05-15
