item_id,order_id,product_id,category,quantity,unit_price,line_total
805908,202803,5049,Electronics,1,279.32,279.32
805909,202804,5061,Home & Kitchen,1,77.91,77.91
805910,202804,5180,Home & Kitchen,1,29.46,29.46
805911,202804,5001,Home & Kitchen,1,134.88,134.88
805912,202804,5182,Clothing,1,48.83,48.83
805913,202805,5172,Toys,1,48.56,48.56
805914,202805,5228,Books,1,26.25,26.25
805915,202805,5106,Home & Kitchen,1,103.08,103.08
805916,202806,5224,Beauty,1,60.41,60.41
805917,202806,5239,Home & Kitchen,1,52.36,52.36
805918,202806,5063,Toys,1,26.94,26.94
805919,202806,5192,Home & Kitchen,1,56.91,56.91
805920,202806,5118,Sports,1,50.73,50.73
805921,202806,5165,Toys,1,38.74,38.74
805922,202807,5026,Beauty,1,26.75,26.75
805923,202807,5057,Electronics,1,557.97,557.97
805924,202807,5217,Home & Kitchen,1,65.17,65.17
805925,202808,5089,Beauty,1,29.62,29.62
805926,202809,5156,Clothing,1,35.92,35.92
805927,202809,5217,Home & Kitchen,1,65.17,65.17
805928,202810,5234,Clothing,1,52.54,52.54
805929,202810,5198,Clothing,1,57.66,57.66
805930,202810,5225,Books,1,25.41,25.41
805931,202810,5139,Beauty,1,43.41,43.41
805932,202811,5063,Toys,1,26.94,26.94
805933,202811,5089,Beauty,1,29.62,29.62
805934,202811,5115,Clothing,1,71.54,71.54
805935,202812,5203,Clothing,1,29.73,29.73
805936,202813,5072,Home & Kitchen,1,68.39,68.39
805937,202813,5146,Books,2,24.99,49.98
805938,202813,5212,Sports,1,29.01,29.01
805939,202814,5128,Electronics,1,580.97,580.97
805940,202814,5088,Books,1,26.01,26.01
805941,202815,5018,Home & Kitchen,1,76.3,76.3
805942,202815,5043,Home & Kitchen,1,124.51,124.51
805943,202815,5048,Home & Kitchen,1,157.23,157.23
805944,202815,5239,Home & Kitchen,3,52.36,157.08
805945,202816,5078,Sports,1,55.4,55.4
805946,202817,5070,Electronics,1,608.29,608.29
805947,202818,5121,Toys,1,41.02,41.02
805948,202819,5211,Beauty,1,36.69,36.69
805949,202819,5164,Sports,2,77.81,155.62
805950,202820,5012,Sports,3,105.44,316.32
805951,202821,5056,Sports,1,85.1,85.1
805952,202822,5149,Toys,1,14.82,14.82
805953,202823,5029,Books,2,19.52,39.04
805954,202824,5104,Clothing,1,65.78,65.78
805955,202825,5149,Toys,1,14.82,14.82
805956,202825,5102,Toys,1,34.83,34.83
805957,202825,5046,Toys,1,34.12,34.12
805958,202826,5172,Toys,1,48.56,48.56
805959,202826,5101,Beauty,2,17.26,34.52
805960,202827,5031,Toys,1,47.31,47.31
805961,202828,5039,Toys,2,26.29,52.58
805962,202828,5222,Electronics,1,101.71,101.71
805963,202829,5120,Home & Kitchen,1,70.42,70.42
805964,202829,5183,Sports,1,71.65,71.65
805965,202830,5146,Books,1,24.99,24.99
805966,202831,5188,Books,1,18.37,18.37
805967,202832,5225,Books,1,25.41,25.41
805968,202833,5060,Clothing,1,69.44,69.44
805969,202833,5086,Sports,2,118.92,237.84
805970,202833,5200,Electronics,2,551.18,1102.36
805971,202833,5217,Home & Kitchen,1,65.17,65.17
805972,202834,5118,Sports,1,50.73,50.73
805973,202834,5114,Books,1,5,5
805974,202835,5177,Sports,1,62.84,62.84
805975,202835,5004,Toys,2,28.35,56.7
805976,202836,5152,Beauty,1,7.8,7.8
805977,202837,5015,Books,1,18.22,18.22
805978,202837,5146,Books,1,24.99,24.99
805979,202837,5039,Toys,1,26.29,26.29
805980,202838,5180,Home & Kitchen,1,29.46,29.46
805981,202838,5085,Books,1,17.78,17.78
805982,202839,5240,Sports,1,64.03,64.03
805983,202840,5001,Home & Kitchen,1,134.88,134.88
805984,202840,5015,Books,1,18.22,18.22
805985,202841,5205,Beauty,1,29.04,29.04
805986,202841,5049,Electronics,1,279.32,279.32
805987,202841,5214,Electronics,1,338.45,338.45
805988,202841,5159,Clothing,1,68.99,68.99
805989,202842,5039,Toys,1,26.29,26.29
805990,202842,5038,Books,1,32.45,32.45
805991,202842,5092,Toys,1,18.2,18.2
805992,202843,5196,Clothing,1,93.29,93.29
805993,202843,5218,Clothing,1,57.63,57.63
805994,202843,5004,Toys,1,28.35,28.35
805995,202844,5182,Clothing,3,48.83,146.49
805996,202844,5062,Electronics,1,393.24,393.24
805997,202844,5215,Beauty,3,45.75,137.25
805998,202845,5049,Electronics,1,279.32,279.32
805999,202845,5244,Clothing,1,55.64,55.64
806000,202846,5067,Clothing,1,59.16,59.16
806001,202847,5205,Beauty,1,29.04,29.04
806002,202848,5102,Toys,1,34.83,34.83
806003,202849,5118,Sports,1,50.73,50.73
806004,202850,5161,Home & Kitchen,2,129.26,258.52
806005,202851,5205,Beauty,2,29.04,58.08
806006,202852,5095,Electronics,1,516.16,516.16
806007,202852,5039,Toys,1,26.29,26.29
806008,202853,5208,Home & Kitchen,1,64.16,64.16
806009,202853,5109,Home & Kitchen,1,102.65,102.65
806010,202853,5153,Electronics,1,443.78,443.78
806011,202854,5170,Beauty,1,27.89,27.89
806012,202854,5041,Sports,1,117.42,117.42
806013,202855,5017,Electronics,1,5,5
806014,202856,5066,Sports,1,74.1,74.1
806015,202856,5146,Books,3,24.99,74.97
806016,202857,5212,Sports,1,29.01,29.01
806017,202857,5096,Beauty,1,24.68,24.68
806018,202857,5064,Clothing,1,33.04,33.04
806019,202858,5083,Clothing,2,68.44,136.88
806020,202858,5063,Toys,1,26.94,26.94
806021,202858,5201,Clothing,1,22.71,22.71
806022,202859,5117,Books,1,15.28,15.28
806023,202860,5219,Sports,1,95.76,95.76
806024,202860,5172,Toys,1,48.56,48.56
806025,202860,5240,Sports,1,64.03,64.03
806026,202860,5076,Sports,1,45.12,45.12
806027,202861,5139,Beauty,1,43.41,43.41
806028,202862,5050,Electronics,1,617.56,617.56
806029,202862,5153,Electronics,1,443.78,443.78
806030,202863,5052,Toys,3,31.38,94.14
806031,202864,5231,Home & Kitchen,1,131.61,131.61
806032,202864,5096,Beauty,1,24.68,24.68
806033,202865,5128,Electronics,1,580.97,580.97
806034,202866,5016,Home & Kitchen,1,134.76,134.76
806035,202867,5008,Electronics,1,18.74,18.74
806036,202868,5102,Toys,2,34.83,69.66
806037,202868,5066,Sports,1,74.1,74.1
806038,202868,5039,Toys,1,26.29,26.29
806039,202869,5125,Books,1,35.82,35.82
806040,202869,5120,Home & Kitchen,2,70.42,140.84
806041,202869,5096,Beauty,1,24.68,24.68
806042,202870,5164,Sports,1,77.81,77.81
806043,202870,5110,Clothing,2,47.53,95.06
806044,202870,5058,Clothing,1,34.8,34.8
806045,202871,5200,Electronics,1,551.18,551.18
806046,202871,5105,Electronics,1,247.09,247.09
806047,202871,5030,Home & Kitchen,2,68.87,137.74
806048,202872,5006,Beauty,1,29.79,29.79
806049,202873,5105,Electronics,1,247.09,247.09
806050,202874,5235,Home & Kitchen,1,118.13,118.13
806051,202875,5186,Clothing,1,37.58,37.58
806052,202875,5054,Toys,2,25.52,51.04
806053,202876,5221,Clothing,1,62.1,62.1
806054,202877,5172,Toys,1,48.56,48.56
806055,202878,5220,Toys,1,27.38,27.38
806056,202878,5096,Beauty,1,24.68,24.68
806057,202879,5098,Beauty,1,29.95,29.95
806058,202880,5164,Sports,1,77.81,77.81
806059,202881,5235,Home & Kitchen,2,118.13,236.26
806060,202881,5124,Beauty,1,45.95,45.95
806061,202882,5243,Books,1,20.54,20.54
806062,202882,5212,Sports,1,29.01,29.01
806063,202883,5168,Beauty,1,32.66,32.66
806064,202883,5250,Home & Kitchen,2,82.96,165.92
806065,202884,5155,Home & Kitchen,1,64.93,64.93
806066,202885,5095,Electronics,3,516.16,1548.48
806067,202885,5162,Toys,1,18.62,18.62
806068,202885,5092,Toys,2,18.2,36.4
806069,202886,5102,Toys,1,34.83,34.83
806070,202887,5228,Books,1,26.25,26.25
806071,202887,5160,Beauty,3,17.66,52.98
806072,202887,5041,Sports,3,117.42,352.26
806073,202888,5190,Electronics,1,424.13,424.13
806074,202889,5124,Beauty,1,45.95,45.95
806075,202889,5034,Beauty,2,36.33,72.66
806076,202890,5015,Books,2,18.22,36.44
806077,202891,5176,Sports,1,60.31,60.31
806078,202892,5086,Sports,2,118.92,237.84
806079,202893,5171,Home & Kitchen,1,27.61,27.61
806080,202893,5087,Books,3,12.69,38.07
806081,202894,5050,Electronics,1,617.56,617.56
806082,202895,5143,Sports,2,62.96,125.92
806083,202895,5094,Home & Kitchen,1,134.91,134.91
806084,202896,5098,Beauty,1,29.95,29.95
806085,202897,5013,Home & Kitchen,1,73.85,73.85
806086,202897,5088,Books,1,26.01,26.01
806087,202898,5124,Beauty,1,45.95,45.95
806088,202898,5040,Clothing,1,66.89,66.89
806089,202898,5130,Clothing,1,74.25,74.25
806090,202899,5200,Electronics,1,551.18,551.18
806091,202899,5106,Home & Kitchen,1,103.08,103.08
806092,202899,5172,Toys,1,48.56,48.56
806093,202899,5172,Toys,1,48.56,48.56
806094,202900,5185,Sports,1,70.22,70.22
806095,202901,5043,Home & Kitchen,2,124.51,249.02
806096,202902,5170,Beauty,1,27.89,27.89
806097,202903,5092,Toys,1,18.2,18.2
806098,202903,5038,Books,1,32.45,32.45
806099,202904,5027,Beauty,1,19.59,19.59
806100,202905,5051,Books,1,12.46,12.46
806101,202906,5066,Sports,1,74.1,74.1
806102,202906,5060,Clothing,1,69.44,69.44
806103,202907,5237,Books,1,11.8,11.8
806104,202907,5034,Beauty,1,36.33,36.33
806105,202907,5129,Clothing,1,34.55,34.55
806106,202908,5066,Sports,2,74.1,148.2
806107,202908,5113,Sports,1,81.85,81.85
806108,202909,5018,Home & Kitchen,3,76.3,228.9
806109,202910,5205,Beauty,1,29.04,29.04
806110,202911,5239,Home & Kitchen,1,52.36,52.36
806111,202912,5103,Home & Kitchen,1,110.49,110.49
806112,202913,5085,Books,2,17.78,35.56
806113,202914,5036,Home & Kitchen,1,86.97,86.97
806114,202915,5139,Beauty,1,43.41,43.41
806115,202915,5169,Beauty,1,5,5
806116,202916,5035,Home & Kitchen,1,110.22,110.22
806117,202916,5191,Clothing,1,71.46,71.46
806118,202917,5032,Clothing,2,32.31,64.62
806119,202917,5065,Beauty,1,46.21,46.21
806120,202918,5033,Electronics,1,382.22,382.22
806121,202918,5067,Clothing,2,59.16,118.32
806122,202919,5216,Electronics,1,537.33,537.33
806123,202919,5230,Electronics,2,251.07,502.14
806124,202920,5036,Home & Kitchen,3,86.97,260.91
806125,202921,5079,Sports,1,54.97,54.97
806126,202921,5101,Beauty,1,17.26,17.26
806127,202922,5223,Clothing,1,34.63,34.63
806128,202923,5078,Sports,1,55.4,55.4
806129,202923,5230,Electronics,1,251.07,251.07
806130,202923,5236,Books,2,22.5,45
806131,202923,5180,Home & Kitchen,1,29.46,29.46
806132,202924,5162,Toys,1,18.62,18.62
806133,202925,5168,Beauty,1,32.66,32.66
806134,202925,5222,Electronics,2,101.71,203.42
806135,202926,5082,Home & Kitchen,1,137.9,137.9
806136,202927,5123,Clothing,1,56.86,56.86
806137,202928,5030,Home & Kitchen,1,68.87,68.87
806138,202928,5039,Toys,2,26.29,52.58
806139,202929,5007,Sports,1,87.89,87.89
806140,202929,5246,Beauty,1,41.07,41.07
806141,202929,5165,Toys,1,38.74,38.74
806142,202930,5125,Books,1,35.82,35.82
806143,202931,5085,Books,1,17.78,17.78
806144,202932,5141,Home & Kitchen,1,82.5,82.5
806145,202932,5113,Sports,2,81.85,163.7
806146,202933,5228,Books,1,26.25,26.25
806147,202933,5056,Sports,3,85.1,255.3
806148,202934,5095,Electronics,1,516.16,516.16
806149,202934,5077,Home & Kitchen,1,133.5,133.5
806150,202935,5243,Books,1,20.54,20.54
806151,202935,5122,Electronics,1,303.62,303.62
806152,202935,5107,Books,1,18.64,18.64
806153,202936,5020,Home & Kitchen,3,55.03,165.09
806154,202937,5134,Home & Kitchen,2,89.45,178.9
806155,202937,5150,Home & Kitchen,1,120.32,120.32
806156,202937,5212,Sports,1,29.01,29.01
806157,202938,5050,Electronics,1,617.56,617.56
806158,202938,5123,Clothing,1,56.86,56.86
806159,202938,5235,Home & Kitchen,3,118.13,354.39
806160,202938,5020,Home & Kitchen,1,55.03,55.03
806161,202938,5193,Home & Kitchen,2,92.29,184.58
806162,202938,5009,Beauty,1,33.11,33.11
806163,202939,5040,Clothing,1,66.89,66.89
806164,202939,5194,Books,1,36.02,36.02
806165,202939,5210,Books,1,18.04,18.04
806166,202939,5048,Home & Kitchen,1,157.23,157.23
806167,202939,5143,Sports,1,62.96,62.96
806168,202939,5030,Home & Kitchen,3,68.87,206.61
806169,202940,5192,Home & Kitchen,1,56.91,56.91
806170,202940,5073,Home & Kitchen,1,52.13,52.13
806171,202940,5052,Toys,1,31.38,31.38
806172,202940,5029,Books,2,19.52,39.04
806173,202941,5159,Clothing,1,68.99,68.99
806174,202941,5192,Home & Kitchen,2,56.91,113.82
806175,202941,5049,Electronics,1,279.32,279.32
806176,202941,5026,Beauty,2,26.75,53.5
806177,202942,5111,Beauty,1,24.63,24.63
806178,202942,5186,Clothing,1,37.58,37.58
806179,202942,5225,Books,1,25.41,25.41
806180,202943,5088,Books,2,26.01,52.02
806181,202943,5181,Electronics,1,573.23,573.23
806182,202943,5206,Clothing,1,66.33,66.33
806183,202944,5059,Home & Kitchen,3,87.4,262.2
806184,202944,5027,Beauty,2,19.59,39.18
806185,202945,5238,Beauty,3,32.37,97.11
806186,202945,5205,Beauty,1,29.04,29.04
806187,202945,5141,Home & Kitchen,1,82.5,82.5
806188,202945,5241,Beauty,2,53.48,106.96
806189,202945,5053,Clothing,1,59.98,59.98
806190,202945,5161,Home & Kitchen,1,129.26,129.26
806191,202946,5096,Beauty,3,24.68,74.04
806192,202946,5141,Home & Kitchen,1,82.5,82.5
806193,202946,5205,Beauty,1,29.04,29.04
806194,202946,5135,Books,1,21.71,21.71
806195,202947,5226,Home & Kitchen,2,62.25,124.5
806196,202947,5086,Sports,3,118.92,356.76
806197,202947,5199,Toys,1,43.66,43.66
806198,202947,5143,Sports,2,62.96,125.92
806199,202947,5116,Beauty,3,27.95,83.85
806200,202948,5127,Electronics,1,444.81,444.81
806201,202948,5174,Home & Kitchen,3,39.95,119.85
806202,202948,5025,Electronics,1,309.83,309.83
806203,202949,5069,Sports,2,98.14,196.28
806204,202949,5049,Electronics,1,279.32,279.32
806205,202949,5073,Home & Kitchen,1,52.13,52.13
806206,202950,5217,Home & Kitchen,1,65.17,65.17
806207,202950,5213,Toys,2,27.76,55.52
806208,202950,5163,Electronics,1,537.37,537.37
806209,202950,5193,Home & Kitchen,1,92.29,92.29
806210,202950,5084,Beauty,1,38.01,38.01
806211,202950,5240,Sports,1,64.03,64.03
806212,202951,5065,Beauty,1,46.21,46.21
806213,202951,5095,Electronics,1,516.16,516.16
806214,202951,5145,Home & Kitchen,2,98.84,197.68
806215,202951,5057,Electronics,1,557.97,557.97
806216,202952,5004,Toys,1,28.35,28.35
806217,202952,5173,Beauty,1,41.31,41.31
806218,202952,5086,Sports,1,118.92,118.92
806219,202952,5077,Home & Kitchen,1,133.5,133.5
806220,202953,5021,Clothing,1,87.96,87.96
806221,202954,5113,Sports,1,81.85,81.85
806222,202954,5218,Clothing,2,57.63,115.26
806223,202954,5044,Books,2,26.38,52.76
806224,202955,5070,Electronics,1,608.29,608.29
806225,202956,5220,Toys,1,27.38,27.38
806226,202957,5001,Home & Kitchen,2,134.88,269.76
806227,202957,5103,Home & Kitchen,1,110.49,110.49
806228,202957,5086,Sports,1,118.92,118.92
806229,202957,5137,Electronics,1,839.18,839.18
806230,202958,5139,Beauty,1,43.41,43.41
806231,202958,5006,Beauty,1,29.79,29.79
806232,202959,5066,Sports,1,74.1,74.1
806233,202960,5124,Beauty,1,45.95,45.95
806234,202961,5078,Sports,1,55.4,55.4
806235,202962,5126,Beauty,1,18.86,18.86
806236,202963,5091,Clothing,1,48.79,48.79
806237,202963,5027,Beauty,1,19.59,19.59
806238,202963,5211,Beauty,2,36.69,73.38
806239,202964,5246,Beauty,1,41.07,41.07
806240,202964,5088,Books,1,26.01,26.01
806241,202965,5138,Clothing,1,86.03,86.03
806242,202965,5001,Home & Kitchen,1,134.88,134.88
806243,202966,5125,Books,1,35.82,35.82
806244,202967,5013,Home & Kitchen,3,73.85,221.55
806245,202968,5250,Home & Kitchen,1,82.96,82.96
806246,202969,5029,Books,1,19.52,19.52
806247,202970,5175,Sports,1,94.38,94.38
806248,202971,5188,Books,1,18.37,18.37
806249,202972,5148,Electronics,2,620.1,1240.2
806250,202973,5225,Books,1,25.41,25.41
806251,202973,5243,Books,2,20.54,41.08
806252,202974,5055,Books,1,29.64,29.64
806253,202974,5053,Clothing,2,59.98,119.96
806254,202974,5184,Electronics,1,451.97,451.97
806255,202975,5048,Home & Kitchen,1,157.23,157.23
806256,202975,5008,Electronics,1,18.74,18.74
806257,202976,5050,Electronics,1,617.56,617.56
806258,202976,5205,Beauty,2,29.04,58.08
806259,202976,5148,Electronics,2,620.1,1240.2
806260,202976,5149,Toys,1,14.82,14.82
806261,202977,5149,Toys,3,14.82,44.46
806262,202977,5169,Beauty,1,5,5
806263,202977,5185,Sports,1,70.22,70.22
806264,202977,5214,Electronics,1,338.45,338.45
806265,202978,5029,Books,1,19.52,19.52
806266,202978,5041,Sports,1,117.42,117.42
806267,202978,5224,Beauty,1,60.41,60.41
806268,202978,5036,Home & Kitchen,1,86.97,86.97
806269,202978,5192,Home & Kitchen,1,56.91,56.91
806270,202978,5086,Sports,1,118.92,118.92
806271,202979,5089,Beauty,1,29.62,29.62
806272,202979,5035,Home & Kitchen,2,110.22,220.44
806273,202979,5221,Clothing,2,62.1,124.2
806274,202980,5120,Home & Kitchen,2,70.42,140.84
806275,202980,5017,Electronics,1,5,5
806276,202980,5236,Books,1,22.5,22.5
806277,202980,5186,Clothing,2,37.58,75.16
806278,202980,5243,Books,1,20.54,20.54
806279,202981,5077,Home & Kitchen,1,133.5,133.5
806280,202981,5036,Home & Kitchen,1,86.97,86.97
806281,202982,5076,Sports,1,45.12,45.12
806282,202982,5163,Electronics,1,537.37,537.37
806283,202982,5004,Toys,2,28.35,56.7
806284,202982,5138,Clothing,2,86.03,172.06
806285,202982,5136,Electronics,1,366.92,366.92
806286,202983,5096,Beauty,1,24.68,24.68
806287,202983,5185,Sports,1,70.22,70.22
806288,202983,5029,Books,1,19.52,19.52
806289,202984,5101,Beauty,1,17.26,17.26
806290,202984,5182,Clothing,1,48.83,48.83
806291,202984,5225,Books,1,25.41,25.41
806292,202984,5203,Clothing,1,29.73,29.73
806293,202985,5073,Home & Kitchen,1,52.13,52.13
806294,202986,5013,Home & Kitchen,1,73.85,73.85
806295,202986,5004,Toys,1,28.35,28.35
806296,202987,5111,Beauty,1,24.63,24.63
806297,202987,5121,Toys,1,41.02,41.02
806298,202988,5215,Beauty,3,45.75,137.25
806299,202988,5080,Beauty,2,29.43,58.86
806300,202989,5211,Beauty,1,36.69,36.69
806301,202990,5209,Beauty,2,36.61,73.22
806302,202990,5142,Electronics,1,375.25,375.25
806303,202991,5223,Clothing,1,34.63,34.63
806304,202991,5237,Books,2,11.8,23.6
806305,202991,5188,Books,1,18.37,18.37
806306,202991,5041,Sports,1,117.42,117.42
806307,202992,5088,Books,1,26.01,26.01
806308,202993,5114,Books,1,5,5
806309,202993,5159,Clothing,1,68.99,68.99
806310,202993,5129,Clothing,2,34.55,69.1
806311,202993,5016,Home & Kitchen,1,134.76,134.76
806312,202994,5157,Books,1,17.78,17.78
806313,202994,5089,Beauty,3,29.62,88.86
806314,202994,5066,Sports,1,74.1,74.1
806315,202995,5126,Beauty,1,18.86,18.86
806316,202996,5111,Beauty,3,24.63,73.89
806317,202997,5152,Beauty,1,7.8,7.8
806318,202997,5121,Toys,1,41.02,41.02
806319,202998,5066,Sports,2,74.1,148.2
806320,202998,5156,Clothing,1,35.92,35.92
806321,202998,5069,Sports,2,98.14,196.28
806322,202999,5243,Books,1,20.54,20.54
806323,202999,5154,Books,1,31.11,31.11
806324,202999,5079,Sports,2,54.97,109.94
806325,203000,5007,Sports,1,87.89,87.89
806326,203001,5151,Electronics,1,360.16,360.16
806327,203001,5168,Beauty,1,32.66,32.66
806328,203002,5199,Toys,1,43.66,43.66
806329,203002,5215,Beauty,1,45.75,45.75
806330,203003,5054,Toys,1,25.52,25.52
806331,203003,5245,Clothing,1,47.26,47.26
806332,203004,5209,Beauty,2,36.61,73.22
806333,203004,5224,Beauty,1,60.41,60.41
806334,203005,5132,Electronics,1,367.78,367.78
806335,203006,5194,Books,2,36.02,72.04
806336,203007,5125,Books,2,35.82,71.64
806337,203007,5081,Beauty,1,24.64,24.64
806338,203008,5012,Sports,2,105.44,210.88
806339,203008,5029,Books,1,19.52,19.52
806340,203009,5142,Electronics,3,375.25,1125.75
806341,203010,5052,Toys,1,31.38,31.38
806342,203010,5214,Electronics,3,338.45,1015.35
806343,203011,5174,Home & Kitchen,1,39.95,39.95
806344,203011,5145,Home & Kitchen,3,98.84,296.52
806345,203011,5079,Sports,1,54.97,54.97
806346,203012,5049,Electronics,1,279.32,279.32
806347,203013,5169,Beauty,2,5,10
806348,203014,5048,Home & Kitchen,1,157.23,157.23
806349,203015,5204,Toys,1,28.99,28.99
806350,203016,5060,Clothing,1,69.44,69.44
806351,203016,5225,Books,1,25.41,25.41
806352,203016,5103,Home & Kitchen,1,110.49,110.49
806353,203017,5235,Home & Kitchen,1,118.13,118.13
806354,203018,5202,Toys,1,37.17,37.17
806355,203019,5015,Books,1,18.22,18.22
806356,203020,5039,Toys,2,26.29,52.58
806357,203020,5002,Electronics,1,460.37,460.37
806358,203020,5201,Clothing,1,22.71,22.71
806359,203021,5029,Books,1,19.52,19.52
806360,203022,5179,Clothing,3,26.53,79.59
806361,203022,5009,Beauty,1,33.11,33.11
806362,203022,5161,Home & Kitchen,3,129.26,387.78
806363,203023,5185,Sports,1,70.22,70.22
806364,203023,5121,Toys,1,41.02,41.02
806365,203023,5222,Electronics,1,101.71,101.71
806366,203024,5063,Toys,1,26.94,26.94
806367,203025,5109,Home & Kitchen,2,102.65,205.3
806368,203026,5234,Clothing,1,52.54,52.54
806369,203026,5173,Beauty,1,41.31,41.31
806370,203027,5219,Sports,1,95.76,95.76
806371,203027,5134,Home & Kitchen,1,89.45,89.45
806372,203027,5194,Books,2,36.02,72.04
806373,203028,5052,Toys,2,31.38,62.76
806374,203028,5109,Home & Kitchen,1,102.65,102.65
806375,203028,5157,Books,2,17.78,35.56
806376,203028,5240,Sports,1,64.03,64.03
806377,203029,5079,Sports,2,54.97,109.94
806378,203029,5225,Books,1,25.41,25.41
806379,203029,5041,Sports,1,117.42,117.42
806380,203030,5225,Books,1,25.41,25.41
806381,203031,5063,Toys,2,26.94,53.88
806382,203032,5122,Electronics,1,303.62,303.62
806383,203032,5051,Books,2,12.46,24.92
806384,203033,5200,Electronics,1,551.18,551.18
806385,203034,5243,Books,1,20.54,20.54
806386,203034,5163,Electronics,2,537.37,1074.74
806387,203035,5189,Electronics,2,309.96,619.92
806388,203036,5015,Books,3,18.22,54.66
806389,203036,5212,Sports,1,29.01,29.01
806390,203037,5084,Beauty,1,38.01,38.01
806391,203038,5090,Clothing,1,23.37,23.37
806392,203038,5204,Toys,1,28.99,28.99
806393,203039,5102,Toys,1,34.83,34.83
806394,203039,5182,Clothing,1,48.83,48.83
806395,203039,5044,Books,1,26.38,26.38
806396,203040,5186,Clothing,1,37.58,37.58
806397,203041,5071,Beauty,1,18.78,18.78
806398,203042,5043,Home & Kitchen,2,124.51,249.02
806399,203043,5105,Electronics,1,247.09,247.09
806400,203043,5240,Sports,1,64.03,64.03
806401,203043,5208,Home & Kitchen,1,64.16,64.16
806402,203044,5097,Clothing,1,40.45,40.45
806403,203044,5199,Toys,1,43.66,43.66
806404,203045,5213,Toys,1,27.76,27.76
806405,203046,5217,Home & Kitchen,1,65.17,65.17
806406,203047,5149,Toys,1,14.82,14.82
806407,203048,5127,Electronics,1,444.81,444.81
806408,203048,5004,Toys,3,28.35,85.05
806409,203048,5072,Home & Kitchen,1,68.39,68.39
806410,203049,5052,Toys,1,31.38,31.38
806411,203049,5236,Books,2,22.5,45
806412,203050,5165,Toys,1,38.74,38.74
806413,203051,5166,Clothing,2,72.77,145.54
806414,203051,5246,Beauty,1,41.07,41.07
806415,203051,5076,Sports,1,45.12,45.12
806416,203052,5226,Home & Kitchen,1,62.25,62.25
806417,203052,5056,Sports,3,85.1,255.3
806418,203053,5128,Electronics,1,580.97,580.97
806419,203053,5150,Home & Kitchen,2,120.32,240.64
806420,203054,5194,Books,3,36.02,108.06
806421,203054,5021,Clothing,3,87.96,263.88
806422,203055,5225,Books,2,25.41,50.82
806423,203055,5110,Clothing,3,47.53,142.59
806424,203056,5043,Home & Kitchen,1,124.51,124.51
806425,203057,5041,Sports,1,117.42,117.42
806426,203058,5184,Electronics,1,451.97,451.97
806427,203059,5053,Clothing,1,59.98,59.98
806428,203060,5102,Toys,1,34.83,34.83
806429,203060,5189,Electronics,1,309.96,309.96
806430,203060,5194,Books,1,36.02,36.02
806431,203061,5174,Home & Kitchen,1,39.95,39.95
806432,203062,5146,Books,1,24.99,24.99
806433,203062,5135,Books,1,21.71,21.71
806434,203063,5155,Home & Kitchen,2,64.93,129.86
806435,203063,5088,Books,1,26.01,26.01
806436,203063,5149,Toys,1,14.82,14.82
806437,203064,5230,Electronics,1,251.07,251.07
806438,203065,5060,Clothing,1,69.44,69.44
806439,203065,5116,Beauty,1,27.95,27.95
806440,203065,5092,Toys,1,18.2,18.2
806441,203066,5122,Electronics,1,303.62,303.62
806442,203066,5203,Clothing,2,29.73,59.46
806443,203066,5107,Books,1,18.64,18.64
806444,203066,5161,Home & Kitchen,1,129.26,129.26
806445,203067,5013,Home & Kitchen,1,73.85,73.85
806446,203068,5076,Sports,2,45.12,90.24
806447,203069,5178,Home & Kitchen,3,44.62,133.86
806448,203070,5090,Clothing,1,23.37,23.37
806449,203071,5075,Clothing,1,71.43,71.43
806450,203072,5173,Beauty,1,41.31,41.31
806451,203072,5084,Beauty,1,38.01,38.01
806452,203073,5177,Sports,1,62.84,62.84
806453,203073,5037,Books,1,21.01,21.01
806454,203074,5101,Beauty,1,17.26,17.26
806455,203075,5052,Toys,3,31.38,94.14
806456,203076,5162,Toys,1,18.62,18.62
806457,203076,5107,Books,1,18.64,18.64
806458,203077,5179,Clothing,3,26.53,79.59
806459,203078,5204,Toys,2,28.99,57.98
806460,203078,5004,Toys,1,28.35,28.35
806461,203079,5109,Home & Kitchen,1,102.65,102.65
806462,203079,5077,Home & Kitchen,1,133.5,133.5
806463,203080,5194,Books,1,36.02,36.02
806464,203080,5151,Electronics,1,360.16,360.16
806465,203081,5113,Sports,3,81.85,245.55
806466,203081,5127,Electronics,2,444.81,889.62
806467,203081,5225,Books,2,25.41,50.82
806468,203081,5172,Toys,1,48.56,48.56
806469,203082,5166,Clothing,1,72.77,72.77
806470,203082,5055,Books,1,29.64,29.64
806471,203082,5037,Books,2,21.01,42.02
806472,203082,5245,Clothing,2,47.26,94.52
806473,203083,5040,Clothing,1,66.89,66.89
806474,203083,5111,Beauty,1,24.63,24.63
806475,203083,5017,Electronics,1,5,5
806476,203083,5196,Clothing,1,93.29,93.29
806477,203084,5178,Home & Kitchen,1,44.62,44.62
806478,203085,5113,Sports,1,81.85,81.85
806479,203085,5050,Electronics,1,617.56,617.56
806480,203086,5089,Beauty,2,29.62,59.24
806481,203087,5211,Beauty,1,36.69,36.69
806482,203087,5210,Books,2,18.04,36.08
806483,203088,5177,Sports,1,62.84,62.84
806484,203089,5249,Home & Kitchen,2,92.52,185.04
806485,203089,5184,Electronics,1,451.97,451.97
806486,203090,5022,Sports,1,39.09,39.09
