order_id,customer_id,order_date,order_year,order_month,device,channel,discount_pct,gross_amount,discount_amount,net_amount,free_shipping,ab_variant,is_returned
203339,10838,2024-12-05,2024,12,Desktop,Organic,0,736.34,0,736.34,1,A,0
203340,10838,2024-07-20,2024,7,Mobile,Organic,0,143.14,0,138.85,1,B,1
203341,10839,2023-12-11,2023,12,Desktop,Referral,0,60.41,0,60.41,1,,0
203342,10839,2024-01-07,2024,1,Mobile,Organic,0,228.49,0,228.49,1,,0
203343,10839,2024-03-12,2024,3,Mobile,Social Ads,0,83.28,0,83.28,1,,0
203344,10840,2024-03-19,2024,3,Mobile,Social Ads,10,1115.94,111.59,1004.35,1,,0
203345,10840,2023-12-24,2023,12,Mobile,Referral,30,63.42,19.03,44.39,0,,0
203346,10841,2024-07-08,2024,7,Mobile,Organic,0,384.66,0,373.12,1,B,0
203347,10841,2024-11-09,2024,11,Mobile,Paid Search,0,92.29,0,89.52,1,B,0
203348,10841,2023-12-01,2023,12,Desktop,Email,0,266.91,0,266.91,1,,0
203349,10841,2024-12-27,2024,12,Mobile,Social Ads,5,598.19,29.91,551.23,1,B,0
203350,10841,2023-10-01,2023,10,Desktop,Organic,0,78.18,0,78.18,1,,0
203351,10841,2024-10-11,2024,10,Desktop,Social Ads,5,89.58,4.48,82.55,1,B,0
203352,10841,2024-09-02,2024,9,Desktop,Referral,0,197.83,0,191.9,1,B,0
203353,10842,2024-11-25,2024,11,Mobile,Email,15,18.74,2.81,15.45,0,B,0
203354,10842,2024-09-07,2024,9,Desktop,Email,5,41.02,2.05,37.8,0,B,0
203355,10843,2024-06-16,2024,6,Mobile,Influencer,10,54.97,5.5,49.47,0,A,0
203356,10843,2023-09-11,2023,9,Mobile,Email,0,456.47,0,456.47,1,,0
203357,10843,2024-11-15,2024,11,Mobile,Paid Search,0,206.89,0,206.89,1,A,0
203358,10843,2024-02-22,2024,2,Tablet,Referral,0,50.88,0,50.88,1,,1
203359,10843,2024-05-05,2024,5,Desktop,Influencer,10,113.82,11.38,102.44,1,,0
203360,10843,2024-11-11,2024,11,Desktop,Social Ads,15,36.33,5.45,29.95,0,B,0
203361,10844,2023-09-10,2023,9,Mobile,Paid Search,0,60.41,0,60.41,1,,0
203362,10844,2024-07-09,2024,7,Desktop,Social Ads,0,56.7,0,55,1,B,0
203363,10844,2023-06-26,2023,6,Tablet,Paid Search,0,198.22,0,198.22,1,,1
203364,10845,2024-12-20,2024,12,Desktop,Paid Search,0,97.9,0,94.96,1,B,0
203365,10845,2024-10-17,2024,10,Mobile,Organic,0,57.23,0,57.23,1,A,0
203366,10845,2024-11-17,2024,11,Desktop,Email,0,544.42,0,528.09,1,B,0
203367,10845,2024-08-25,2024,8,Desktop,Paid Search,0,79.36,0,76.98,1,B,0
203368,10845,2024-11-04,2024,11,Desktop,Organic,0,26.94,0,26.94,0,A,0
203369,10846,2024-12-06,2024,12,Desktop,Organic,10,267.87,26.79,233.85,1,B,0
203370,10846,2024-11-24,2024,11,Mobile,Influencer,10,106.52,10.65,95.87,1,A,0
203371,10846,2024-11-24,2024,11,Mobile,Referral,0,229.95,0,229.95,1,A,0
203372,10847,2024-12-09,2024,12,Mobile,Email,0,360.96,0,360.96,1,A,0
203373,10848,2024-09-04,2024,9,Mobile,Influencer,0,60.31,0,60.31,1,A,0
203374,10848,2023-08-02,2023,8,Mobile,Social Ads,0,124.34,0,124.34,1,,0
203375,10848,2024-12-16,2024,12,Mobile,Influencer,10,114.14,11.41,102.73,1,A,0
203376,10848,2024-12-20,2024,12,Desktop,Social Ads,0,117.27,0,117.27,1,A,0
203377,10848,2024-09-14,2024,9,Desktop,Social Ads,0,29.43,0,28.55,0,B,0
203378,10848,2023-11-21,2023,11,Mobile,Organic,0,27.89,0,27.89,0,,0
203379,10849,2024-12-16,2024,12,Mobile,Email,0,94.38,0,91.55,1,B,0
203380,10850,2024-11-26,2024,11,Mobile,Influencer,5,68.69,3.43,63.3,1,B,0
203381,10850,2024-12-17,2024,12,Mobile,Organic,0,516.16,0,500.68,1,B,0
203382,10850,2024-11-26,2024,11,Mobile,Paid Search,10,43.74,4.37,39.37,0,A,0
203383,10850,2024-10-22,2024,10,Mobile,Referral,0,517.51,0,517.51,1,B,0
203384,10850,2024-12-07,2024,12,Mobile,Email,0,410.35,0,398.04,1,B,0
203385,10851,2024-06-11,2024,6,Tablet,Influencer,0,88.17,0,85.52,1,B,0
203386,10851,2023-03-21,2023,3,Desktop,Organic,0,189.54,0,189.54,1,,0
203387,10851,2024-11-06,2024,11,Mobile,Organic,5,265.01,13.25,251.76,1,A,0
203388,10851,2024-09-05,2024,9,Mobile,Social Ads,5,14.82,0.74,14.08,0,A,0
203389,10851,2023-07-24,2023,7,Mobile,Email,10,37.17,3.72,33.45,0,,0
203390,10852,2024-09-12,2024,9,Desktop,Social Ads,10,1168.17,116.82,1051.35,1,A,0
203391,10852,2022-11-18,2022,11,Mobile,Influencer,15,26.13,3.92,22.21,0,,0
203392,10853,2023-09-08,2023,9,Mobile,Referral,0,150.98,0,150.98,1,,0
203393,10853,2023-01-05,2023,1,Tablet,Referral,5,219.92,11,208.92,1,,0
203394,10853,2022-10-02,2022,10,Desktop,Paid Search,20,567.12,113.42,453.7,1,,1
203395,10854,2024-02-09,2024,2,Mobile,Organic,10,36.02,3.6,32.42,0,,0
203396,10854,2023-04-17,2023,4,Mobile,Social Ads,0,260.91,0,260.91,1,,0
203397,10854,2023-08-30,2023,8,Mobile,Paid Search,15,114.63,17.19,97.44,1,,1
203398,10855,2023-12-07,2023,12,Mobile,Email,10,75.16,7.52,67.64,1,,0
203399,10855,2024-09-23,2024,9,Mobile,Organic,20,18.2,3.64,14.12,0,B,0
203400,10856,2023-04-27,2023,4,Mobile,Social Ads,15,1034.54,155.18,879.36,1,,0
203401,10856,2024-09-18,2024,9,Mobile,Referral,0,224.56,0,224.56,1,A,0
203402,10856,2023-11-18,2023,11,Desktop,Referral,0,215.65,0,215.65,1,,0
203403,10856,2023-08-10,2023,8,Mobile,Social Ads,0,98.69,0,98.69,1,,1
203404,10856,2024-12-25,2024,12,Mobile,Organic,10,86.03,8.6,75.11,1,B,0
203405,10857,2023-05-27,2023,5,Desktop,Email,15,52.5,7.88,44.62,0,,0
203406,10857,2024-07-10,2024,7,Mobile,Influencer,0,117.42,0,113.9,1,B,0
203407,10857,2023-07-28,2023,7,Mobile,Influencer,10,134.76,13.48,121.28,1,,0
203408,10858,2024-12-25,2024,12,Desktop,Organic,5,585.73,29.29,539.75,1,B,1
203409,10858,2024-07-20,2024,7,Mobile,Organic,0,200.04,0,200.04,1,A,0
203410,10859,2022-08-16,2022,8,Mobile,Organic,20,102.12,20.42,81.7,1,,0
203411,10859,2024-07-15,2024,7,Tablet,Influencer,5,333.92,16.7,307.7,1,B,0
203412,10860,2024-05-27,2024,5,Mobile,Influencer,0,617.56,0,617.56,1,,1
203413,10860,2023-09-25,2023,9,Mobile,Social Ads,0,168.58,0,168.58,1,,0
203414,10860,2024-11-14,2024,11,Mobile,Paid Search,10,26.38,2.64,23.74,0,A,1
203415,10860,2023-06-26,2023,6,Mobile,Social Ads,0,128.06,0,128.06,1,,0
203416,10860,2023-09-21,2023,9,Mobile,Organic,10,471.09,47.11,423.98,1,,0
203417,10861,2024-12-15,2024,12,Tablet,Influencer,10,38.74,3.87,33.82,0,B,0
203418,10861,2024-09-20,2024,9,Mobile,Organic,10,202.31,20.23,176.62,1,B,0
203419,10861,2024-11-02,2024,11,Tablet,Organic,0,649.6,0,630.11,1,B,0
203420,10861,2024-12-15,2024,12,Mobile,Social Ads,0,52.36,0,50.79,1,B,0
203421,10862,2024-12-26,2024,12,Desktop,Referral,0,15,0,15,0,A,0
203422,10862,2023-02-09,2023,2,Mobile,Referral,0,170.16,0,170.16,1,,0
203423,10862,2024-12-26,2024,12,Mobile,Social Ads,0,1058.61,0,1058.61,1,A,0
203424,10862,2024-12-20,2024,12,Desktop,Organic,0,221.33,0,221.33,1,A,0
203425,10862,2023-09-09,2023,9,Tablet,Paid Search,0,71.43,0,71.43,1,,0
203426,10862,2024-08-13,2024,8,Mobile,Organic,0,88.29,0,85.64,1,B,0
203427,10862,2024-09-05,2024,9,Mobile,Email,0,528.07,0,512.23,1,B,0
203428,10862,2023-11-21,2023,11,Desktop,Social Ads,5,146.18,7.31,138.87,1,,0
203429,10863,2024-07-04,2024,7,Mobile,Organic,0,104.72,0,104.72,1,A,0
203430,10863,2023-09-12,2023,9,Mobile,Organic,0,240.47,0,240.47,1,,0
203431,10864,2024-12-07,2024,12,Mobile,Influencer,0,168.19,0,163.14,1,B,0
203432,10864,2023-12-05,2023,12,Mobile,Influencer,10,84.58,8.46,76.12,1,,0
203433,10865,2024-12-20,2024,12,Tablet,Email,0,66.1,0,64.12,1,B,0
203434,10866,2024-12-07,2024,12,Desktop,Social Ads,5,83.88,4.19,79.69,1,A,0
203435,10866,2024-12-18,2024,12,Desktop,Organic,0,22.71,0,22.71,0,A,0
203436,10867,2024-10-27,2024,10,Mobile,Email,10,180.96,18.1,162.86,1,A,0
203437,10867,2024-09-07,2024,9,Mobile,Email,10,82.62,8.26,72.13,1,B,0
203438,10867,2022-11-06,2022,11,Mobile,Organic,20,121.92,24.38,97.54,1,,1
203439,10868,2023-11-03,2023,11,Mobile,Paid Search,0,252.68,0,252.68,1,,0
203440,10868,2022-12-24,2022,12,Mobile,Social Ads,0,543.78,0,543.78,1,,0
203441,10868,2023-07-15,2023,7,Desktop,Social Ads,0,190.69,0,190.69,1,,0
203442,10868,2024-11-04,2024,11,Tablet,Paid Search,10,240.79,24.08,216.71,1,A,0
203443,10868,2024-12-14,2024,12,Mobile,Social Ads,0,1020.6,0,1020.6,1,A,0
203444,10868,2023-03-14,2023,3,Desktop,Influencer,5,323.33,16.17,307.16,1,,0
203445,10868,2024-03-24,2024,3,Mobile,Influencer,0,126.41,0,126.41,1,,0
203446,10868,2023-08-08,2023,8,Mobile,Organic,0,108.01,0,108.01,1,,0
203447,10868,2024-08-27,2024,8,Mobile,Influencer,15,312.92,46.94,265.98,1,A,0
203448,10869,2024-02-03,2024,2,Mobile,Paid Search,0,14.82,0,14.82,0,,0
203449,10869,2024-11-18,2024,11,Mobile,Influencer,5,682.6,34.13,648.47,1,A,0
203450,10869,2024-10-21,2024,10,Desktop,Organic,20,375.44,75.09,291.34,1,B,0
203451,10869,2024-06-03,2024,6,Mobile,Social Ads,0,76.3,0,74.01,1,B,0
203452,10869,2024-11-09,2024,11,Mobile,Email,0,51.88,0,50.32,1,B,0
203453,10870,2024-05-13,2024,5,Desktop,Social Ads,40,129.81,51.92,77.89,1,,0
203454,10870,2023-09-01,2023,9,Mobile,Social Ads,40,83.67,33.47,50.2,1,,0
203455,10871,2023-12-22,2023,12,Mobile,Influencer,0,32.45,0,32.45,0,,0
203456,10871,2024-11-20,2024,11,Mobile,Email,10,911.06,91.11,819.95,1,A,1
203457,10871,2024-12-14,2024,12,Mobile,Organic,0,298.55,0,289.59,1,B,0
203458,10871,2023-11-10,2023,11,Desktop,Referral,10,168.43,16.84,151.59,1,,0
203459,10871,2024-02-11,2024,2,Desktop,Organic,0,154.63,0,154.63,1,,0
203460,10872,2024-12-02,2024,12,Desktop,Email,0,118.13,0,114.59,1,B,0
203461,10872,2024-03-02,2024,3,Mobile,Organic,0,222.18,0,222.18,1,,0
203462,10873,2024-12-23,2024,12,Mobile,Organic,5,117.27,5.86,111.41,1,A,0
203463,10873,2024-12-14,2024,12,Mobile,Influencer,0,106.15,0,106.15,1,A,0
203464,10874,2023-12-10,2023,12,Desktop,Influencer,0,63.56,0,63.56,1,,0
203465,10875,2023-08-22,2023,8,Desktop,Influencer,0,103.11,0,103.11,1,,0
203466,10875,2024-12-17,2024,12,Desktop,Paid Search,0,102.65,0,102.65,1,A,0
203467,10876,2024-11-23,2024,11,Mobile,Email,40,72.77,29.11,43.66,0,A,0
203468,10876,2024-09-14,2024,9,Desktop,Paid Search,30,186.69,56.01,130.68,1,A,0
203469,10876,2024-11-28,2024,11,Mobile,Social Ads,40,87.92,35.17,52.75,1,A,0
203470,10877,2023-12-09,2023,12,Mobile,Influencer,5,218.38,10.92,207.46,1,,0
203471,10878,2022-11-16,2022,11,Mobile,Influencer,20,105.44,21.09,84.35,1,,0
203472,10878,2022-12-28,2022,12,Mobile,Referral,40,595.79,238.32,357.47,1,,0
203473,10879,2024-12-09,2024,12,Tablet,Organic,0,92.04,0,92.04,1,A,0
203474,10880,2024-11-02,2024,11,Mobile,Organic,5,110.49,5.52,101.82,1,B,0
203475,10880,2024-11-20,2024,11,Desktop,Organic,0,1161.94,0,1127.08,1,B,0
203476,10880,2024-08-09,2024,8,Mobile,Organic,20,69.7,13.94,55.76,1,A,0
203477,10880,2024-11-07,2024,11,Mobile,Social Ads,0,29.79,0,28.9,0,B,0
203478,10880,2024-07-14,2024,7,Tablet,Social Ads,0,12.46,0,12.09,0,B,0
203479,10880,2024-12-20,2024,12,Desktop,Referral,0,735.56,0,735.56,1,A,0
203480,10880,2024-04-19,2024,4,Tablet,Organic,0,460.37,0,460.37,1,,0
203481,10881,2024-12-09,2024,12,Desktop,Organic,0,782.56,0,759.08,1,B,0
203482,10881,2024-07-07,2024,7,Mobile,Social Ads,0,232.55,0,225.57,1,B,1
203483,10881,2024-11-17,2024,11,Desktop,Influencer,15,110.81,16.62,94.19,1,A,0
203484,10881,2023-02-13,2023,2,Desktop,Paid Search,15,62.96,9.44,53.52,1,,0
203485,10882,2023-11-14,2023,11,Mobile,Influencer,20,17.78,3.56,14.22,0,,0
203486,10882,2023-11-15,2023,11,Desktop,Social Ads,10,22.71,2.27,20.44,0,,0
203487,10882,2023-12-13,2023,12,Mobile,Paid Search,40,164.61,65.84,98.77,1,,0
203488,10883,2024-12-29,2024,12,Mobile,Referral,0,255.48,0,255.48,1,A,0
203489,10883,2024-10-13,2024,10,Desktop,Organic,0,5.9,0,5.9,0,B,0
203490,10884,2024-07-28,2024,7,Desktop,Paid Search,5,77.19,3.86,73.33,1,A,0
203491,10884,2023-07-23,2023,7,Mobile,Paid Search,5,52.54,2.63,49.91,0,,0
203492,10884,2023-03-12,2023,3,Desktop,Organic,10,78.47,7.85,70.62,1,,0
203493,10885,2024-12-15,2024,12,Desktop,Organic,0,148.22,0,148.22,1,A,0
203494,10885,2024-11-19,2024,11,Desktop,Paid Search,0,269.48,0,269.48,1,A,1
203495,10885,2024-12-16,2024,12,Mobile,Influencer,0,29.62,0,29.62,0,A,0
203496,10885,2024-12-24,2024,12,Mobile,Influencer,0,149.71,0,149.71,1,A,0
203497,10886,2024-03-24,2024,3,Mobile,Referral,5,214.51,10.73,203.78,1,,0
203498,10886,2024-08-17,2024,8,Desktop,Organic,0,222.11,0,222.11,1,A,0
203499,10886,2024-07-28,2024,7,Desktop,Email,0,88.33,0,85.68,1,B,0
203500,10886,2024-10-02,2024,10,Mobile,Referral,0,338.45,0,328.3,1,B,0
203501,10886,2024-10-04,2024,10,Desktop,Paid Search,0,156.04,0,156.04,1,A,0
203502,10887,2024-12-05,2024,12,Desktop,Email,5,70.82,3.54,67.28,1,A,0
203503,10887,2024-07-24,2024,7,Mobile,Paid Search,0,86.94,0,86.94,1,A,1
203504,10888,2024-08-31,2024,8,Desktop,Organic,0,3464.79,0,3360.85,1,B,0
203505,10888,2024-06-10,2024,6,Mobile,Social Ads,0,603.15,0,585.06,1,B,0
203506,10888,2024-04-23,2024,4,Desktop,Email,0,204.56,0,204.56,1,,0
203507,10889,2024-12-30,2024,12,Desktop,Organic,0,79.9,0,77.5,1,B,0
203508,10889,2024-10-12,2024,10,Mobile,Paid Search,0,61.59,0,59.74,1,B,0
203509,10889,2024-11-16,2024,11,Mobile,Paid Search,0,91.19,0,88.45,1,B,0
203510,10889,2024-12-04,2024,12,Mobile,Influencer,0,85.1,0,82.55,1,B,0
203511,10889,2024-09-02,2024,9,Mobile,Referral,0,77.91,0,75.57,1,B,0
203512,10889,2024-07-15,2024,7,Desktop,Organic,0,555.57,0,555.57,1,B,0
203513,10889,2024-08-17,2024,8,Mobile,Paid Search,5,720.32,36.02,684.3,1,A,0
203514,10890,2024-07-18,2024,7,Tablet,Email,0,153.57,0,153.57,1,A,0
203515,10890,2023-11-01,2023,11,Desktop,Email,0,157.08,0,157.08,1,,0
203516,10890,2024-12-02,2024,12,Mobile,Paid Search,0,152.8,0,148.22,1,B,0
203517,10890,2024-04-12,2024,4,Mobile,Social Ads,5,123.75,6.19,117.56,1,,0
203518,10890,2023-08-15,2023,8,Desktop,Social Ads,0,244.29,0,244.29,1,,1
203519,10890,2024-10-17,2024,10,Desktop,Organic,20,146.84,29.37,113.95,1,B,0
203520,10891,2022-12-11,2022,12,Mobile,Paid Search,0,120.62,0,120.62,1,,0
203521,10891,2023-06-08,2023,6,Mobile,Social Ads,20,17.78,3.56,14.22,0,,0
203522,10891,2024-10-16,2024,10,Mobile,Paid Search,0,634.82,0,634.82,1,A,0
203523,10891,2023-05-13,2023,5,Mobile,Organic,20,27.89,5.58,22.31,0,,0
203524,10892,2022-11-28,2022,11,Mobile,Organic,10,92.29,9.23,83.06,1,,0
203525,10892,2022-12-08,2022,12,Desktop,Social Ads,5,39.04,1.95,37.09,0,,0
203526,10893,2024-11-07,2024,11,Mobile,Referral,0,393.24,0,393.24,1,A,0
203527,10893,2023-10-17,2023,10,Desktop,Referral,0,258.49,0,258.49,1,,0
203528,10893,2024-06-05,2024,6,Desktop,Organic,0,819.08,0,819.08,1,A,0
203529,10893,2024-12-26,2024,12,Mobile,Paid Search,5,54.97,2.75,52.22,1,A,0
203530,10893,2023-09-17,2023,9,Desktop,Email,0,194.86,0,194.86,1,,0
203531,10893,2024-12-03,2024,12,Mobile,Organic,0,202.25,0,202.25,1,A,0
203532,10893,2023-12-04,2023,12,Mobile,Paid Search,0,30.5,0,30.5,0,,0
203533,10893,2023-08-02,2023,8,Desktop,Organic,0,39.95,0,39.95,0,,0
203534,10893,2024-10-27,2024,10,Mobile,Paid Search,5,20.54,1.03,19.51,0,A,0
203535,10894,2024-07-09,2024,7,Mobile,Paid Search,5,73.85,3.69,70.16,1,A,0
203536,10895,2024-04-06,2024,4,Desktop,Social Ads,0,41.07,0,41.07,0,,0
203537,10895,2024-08-10,2024,8,Mobile,Paid Search,0,429.93,0,417.03,1,B,0
203538,10896,2023-06-22,2023,6,Desktop,Organic,0,163.88,0,163.88,1,,0
203539,10896,2024-11-26,2024,11,Tablet,Referral,10,220.36,22.04,192.37,1,B,0
203540,10896,2024-06-10,2024,6,Mobile,Social Ads,15,45.58,6.84,38.74,0,A,0
203541,10897,2024-10-23,2024,10,Mobile,Organic,0,39.09,0,39.09,0,A,0
203542,10897,2024-12-01,2024,12,Desktop,Social Ads,15,89.6,13.44,73.88,1,B,0
203543,10897,2024-11-27,2024,11,Desktop,Influencer,0,101.71,0,101.71,1,A,0
203544,10897,2024-10-23,2024,10,Desktop,Email,0,90.4,0,90.4,1,A,0
203545,10897,2024-12-04,2024,12,Desktop,Email,0,444.81,0,431.47,1,B,0
203546,10897,2023-11-17,2023,11,Mobile,Organic,0,89.61,0,89.61,1,,0
203547,10897,2024-06-01,2024,6,Desktop,Paid Search,5,148.18,7.41,140.77,1,A,0
203548,10897,2022-12-12,2022,12,Desktop,Organic,0,190.49,0,190.49,1,,0
203549,10898,2024-07-28,2024,7,Mobile,Organic,20,676.38,135.28,541.1,1,A,0
203550,10899,2024-07-16,2024,7,Desktop,Organic,0,57.27,0,57.27,1,A,0
203551,10899,2024-07-19,2024,7,Desktop,Referral,15,125.19,18.78,106.41,1,A,0
203552,10900,2023-12-14,2023,12,Mobile,Organic,0,264.86,0,264.86,1,,0
203553,10900,2023-10-22,2023,10,Mobile,Paid Search,0,18.64,0,18.64,0,,0
203554,10901,2024-12-25,2024,12,Mobile,Paid Search,5,60.31,3.02,57.29,1,A,0
203555,10902,2023-11-15,2023,11,Mobile,Email,40,92.57,37.03,55.54,1,,0
203556,10903,2023-11-15,2023,11,Mobile,Social Ads,0,25.38,0,25.38,0,,0
203557,10903,2023-03-03,2023,3,Desktop,Email,5,68.99,3.45,65.54,1,,0
203558,10903,2023-10-14,2023,10,Mobile,Email,0,112.51,0,112.51,1,,0
203559,10903,2024-12-09,2024,12,Mobile,Referral,0,5,0,5,0,A,0
203560,10903,2024-10-14,2024,10,Mobile,Influencer,5,28.99,1.45,26.71,0,B,0
203561,10903,2024-04-29,2024,4,Desktop,Email,0,18.22,0,18.22,0,,0
203562,10903,2023-05-14,2023,5,Mobile,Paid Search,10,93.02,9.3,83.72,1,,1
203563,10904,2024-12-10,2024,12,Mobile,Organic,10,26.94,2.69,23.52,0,B,1
203564,10904,2024-11-04,2024,11,Tablet,Influencer,15,466.52,69.98,384.64,1,B,0
203565,10905,2022-11-19,2022,11,Mobile,Organic,0,36.02,0,36.02,0,,0
203566,10905,2022-08-22,2022,8,Mobile,Email,0,305.78,0,305.78,1,,0
203567,10905,2024-07-18,2024,7,Mobile,Organic,0,11.8,0,11.45,0,B,0
203568,10905,2022-03-20,2022,3,Desktop,Social Ads,15,26.29,3.94,22.35,0,,0
203569,10905,2024-11-27,2024,11,Mobile,Influencer,5,10,0.5,9.5,0,A,0
203570,10905,2023-05-02,2023,5,Desktop,Social Ads,15,38.74,5.81,32.93,0,,0
203571,10906,2024-10-08,2024,10,Desktop,Social Ads,0,117.42,0,117.42,1,A,0
203572,10906,2024-10-25,2024,10,Mobile,Referral,5,303.62,15.18,288.44,1,A,0
203573,10906,2023-12-23,2023,12,Desktop,Influencer,0,79.9,0,79.9,1,,0
203574,10906,2024-08-18,2024,8,Mobile,Email,20,393.24,78.65,305.15,1,B,0
203575,10906,2024-12-10,2024,12,Desktop,Paid Search,0,26.25,0,25.46,0,B,0
203576,10906,2024-08-15,2024,8,Mobile,Organic,10,918.61,91.86,801.95,1,B,0
203577,10907,2024-05-03,2024,5,Desktop,Paid Search,10,67.43,6.74,60.69,1,,0
203578,10907,2023-06-11,2023,6,Mobile,Organic,30,34.63,10.39,24.24,0,,0
203579,10908,2024-12-14,2024,12,Mobile,Influencer,0,17.78,0,17.78,0,A,0
203580,10908,2024-12-22,2024,12,Desktop,Social Ads,5,344.21,17.21,317.19,1,B,0
203581,10909,2024-06-14,2024,6,Mobile,Email,10,43.66,4.37,39.29,0,A,0
203582,10909,2023-07-11,2023,7,Mobile,Email,10,83.86,8.39,75.47,1,,0
203583,10910,2022-11-24,2022,11,Desktop,Paid Search,5,28.35,1.42,26.93,0,,0
203584,10910,2024-03-21,2024,3,Mobile,Social Ads,10,76.19,7.62,68.57,1,,0
203585,10911,2023-11-10,2023,11,Mobile,Influencer,0,350.2,0,350.2,1,,0
203586,10911,2023-12-27,2023,12,Mobile,Organic,0,175.56,0,175.56,1,,0
203587,10911,2024-07-21,2024,7,Mobile,Influencer,0,89.59,0,86.9,1,B,0
203588,10911,2024-09-05,2024,9,Mobile,Paid Search,0,220.44,0,213.83,1,B,0
203589,10912,2024-08-12,2024,8,Mobile,Social Ads,30,118.92,35.68,83.24,1,A,0
203590,10912,2024-06-05,2024,6,Mobile,Organic,10,73.85,7.38,64.48,1,B,0
203591,10912,2024-11-02,2024,11,Mobile,Paid Search,30,183.23,54.97,124.41,1,B,0
203592,10913,2024-08-29,2024,8,Desktop,Influencer,0,218.17,0,211.62,1,B,1
203593,10913,2024-08-03,2024,8,Mobile,Paid Search,5,18.2,0.91,17.29,0,A,0
203594,10913,2024-05-01,2024,5,Mobile,Organic,0,134.88,0,134.88,1,,0
203595,10913,2024-07-16,2024,7,Desktop,Organic,0,250.41,0,250.41,1,A,0
203596,10913,2024-07-14,2024,7,Mobile,Paid Search,0,424.13,0,424.13,1,A,0
203597,10914,2023-06-12,2023,6,Desktop,Email,0,27.02,0,27.02,0,,0
203598,10914,2024-07-11,2024,7,Mobile,Referral,0,813.61,0,813.61,1,A,0
203599,10914,2024-08-26,2024,8,Mobile,Influencer,0,50.82,0,50.82,1,A,0
203600,10914,2023-04-16,2023,4,Mobile,Paid Search,5,35.82,1.79,34.03,0,,0
203601,10914,2024-12-28,2024,12,Mobile,Email,5,48.56,2.43,44.75,0,B,0
203602,10915,2024-05-28,2024,5,Desktop,Paid Search,30,505.05,151.51,353.54,1,,0
203603,10915,2024-11-06,2024,11,Tablet,Paid Search,20,69.79,13.96,54.16,1,B,0
203604,10915,2024-12-23,2024,12,Desktop,Influencer,20,94.38,18.88,73.23,1,B,0
203605,10916,2023-11-19,2023,11,Mobile,Influencer,20,469.63,93.93,375.7,1,,0
203606,10916,2023-11-28,2023,11,Tablet,Email,20,700.5,140.1,560.4,1,,0
203607,10917,2024-12-23,2024,12,Tablet,Paid Search,5,492.57,24.63,467.94,1,A,0
203608,10917,2023-10-21,2023,10,Mobile,Email,0,282.58,0,282.58,1,,0
203609,10918,2022-08-18,2022,8,Desktop,Email,0,186.69,0,186.69,1,,0
203610,10918,2024-07-28,2024,7,Desktop,Organic,0,18.86,0,18.86,0,A,0
203611,10918,2024-12-13,2024,12,Mobile,Social Ads,15,29.73,4.46,25.27,0,A,0
203612,10919,2024-12-18,2024,12,Mobile,Organic,10,405.46,40.55,353.96,1,B,0
203613,10919,2024-08-01,2024,8,Desktop,Social Ads,0,424.62,0,424.62,1,A,0
203614,10919,2024-08-21,2024,8,Desktop,Email,0,64.43,0,64.43,1,A,1
203615,10919,2023-08-20,2023,8,Mobile,Influencer,0,11.8,0,11.8,0,,0
203616,10920,2024-10-01,2024,10,Tablet,Referral,5,28.99,1.45,27.54,0,A,0
203617,10921,2024-01-04,2024,1,Mobile,Email,30,461.21,138.36,322.85,1,,0
203618,10921,2024-12-20,2024,12,Desktop,Organic,10,368.97,36.9,322.11,1,B,0
203619,10922,2024-11-21,2024,11,Mobile,Organic,10,163.55,16.36,142.77,1,B,1
203620,10922,2023-07-27,2023,7,Mobile,Email,5,1035.19,51.76,983.43,1,,0
203621,10923,2024-04-24,2024,4,Mobile,Social Ads,10,120.32,12.03,108.29,1,,0
203622,10923,2024-10-15,2024,10,Mobile,Organic,0,19.59,0,19,0,B,0
203623,10923,2024-09-05,2024,9,Desktop,Social Ads,10,176.57,17.66,154.14,1,B,0
203624,10924,2024-12-19,2024,12,Mobile,Email,40,28.35,11.34,17.01,0,A,0
203625,10924,2023-12-22,2023,12,Mobile,Social Ads,40,43.66,17.46,26.2,0,,0
203626,10925,2024-10-28,2024,10,Desktop,Social Ads,10,179.94,17.99,161.95,1,A,1
203627,10925,2024-03-20,2024,3,Mobile,Organic,0,92.29,0,92.29,1,,0
203628,10925,2023-12-23,2023,12,Mobile,Influencer,5,649.31,32.47,616.84,1,,0
203629,10925,2024-08-12,2024,8,Mobile,Influencer,5,236.26,11.81,217.72,1,B,0
203630,10926,2022-11-02,2022,11,Desktop,Social Ads,0,576.97,0,576.97,1,,0
203631,10926,2022-12-16,2022,12,Desktop,Referral,5,144.03,7.2,136.83,1,,0
203632,10927,2024-12-01,2024,12,Desktop,Organic,10,190.35,19.04,166.17,1,B,0
203633,10927,2024-12-06,2024,12,Desktop,Social Ads,10,708.75,70.88,618.73,1,B,0
203634,10928,2024-08-06,2024,8,Mobile,Organic,0,36.44,0,36.44,0,A,0
203635,10928,2024-09-07,2024,9,Mobile,Social Ads,15,251.07,37.66,213.41,1,A,0
203636,10928,2024-10-14,2024,10,Mobile,Social Ads,15,617.56,92.63,524.93,1,A,0
203637,10928,2023-12-04,2023,12,Mobile,Social Ads,0,551.18,0,551.18,1,,0
203638,10928,2024-06-26,2024,6,Desktop,Paid Search,0,294.38,0,285.55,1,B,0
203639,10928,2023-08-04,2023,8,Mobile,Organic,10,56.17,5.62,50.55,1,,1
